run,label,role,MAP@10,GMAP@10,MRR@10,Success@10,MeanR@10,MeanR@50
best_rrf_orange_qa_MCQ-con_test_bioasq_top400,orange_qa_MCQ-con_test_bioasq,test,0.0,9.99999999999998e-06,0.0,0.0,0.0,0.0
best_rrf_orange_qa_MCQ_test_bioasq_top400,orange_qa_MCQ_test_bioasq,train,0.8243159580498866,0.7425046018003795,0.9683333333333334,0.995,0.9122308802308803,0.980911976911977
